epa-c-25400117, EPA c , SE-259E CAM KIT Developed specifically for big displacement Twin Cam engines this cam has a modern lobe design that allows for higher valve lifts for a given duration. A high-lift version of the SE-211 camshaft this cam works great with 103 cubic inch and larger engines with free-flowing intake and exhaust. It can be used with stock heads (updated with race springs) and high-compression pistons for even more torque than a SE-211 cam or can be coupled with any of the performance heads to realize the full power potential. 50-State U.S. EPA compliant. SE-585 CAM KIT This cam is a great match for riders of heavy Touring bikes looking for big torque at the low end. Just a quick downshift to fourth gear results in an effortless pass of that slow moving tractor-trailer ahead of you. This cam provides an early hit of torque at the low end of the RPM spectrum. A unique combination of lift cam lobe duration and an enhanced cam profile ramp provides a performance boost you can feel. The cam's QRD (Quiet Ramp Design) delivers high torque throughout the RPM range while reducing valve train noise. 50-State U.S. EPA compliant. 25400117 $329.95 For use on '14-'16 Touring models with the use of a 58mm Throttle Body. Also fits '14-'16 CVOTM Touring models with or without the use of a 58mm Throttle Body. Does not fit Trike models. Installation requires separate purchase of Performance Valve Spring Kit P/N 1801303A. All models require ECM calibration for proper installation. Labor cost not included. See Dealer for details., Harley Davidson,  , Tags, , Title, Default Title, , , , , 25400117, ,,,,,280.46,329.95
water-pump-coverchrome-61400225, WATER PUMP COVERCHROME , ROAD GLIDE HEADLAMP TRIM CHROME Dress the Twin-CooledTM Touring model's Water Pump Cover in style. This Chrome Water Pump is designed to hug the contours of the water pump and conceals many of the coolant lines and fittings for a custom look. A direct replacement for the Original Equipment black plastic cover this kit can be installed in minutes. D. ROAD GLIDE HEADLAMP TRIM BONNEVILLE SALT PEARL, Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400225, ,,,,,63.71,74.95
burst-collection-headlamp-61400255, BURST COLLECTION HEADLAMP , DEFIANCE 7 HEADLAMP TRIM BLACK MACHINE CUT DEFIANCE AUXILIARY LAMP TRIM BLACK MACHINE CUT Sculpted machining sends reflections of light in all directions. This Headlamp Trim Ring features a rich black anodized finish that is machined to expose the highlights of raw aluminum. The contrasting cut-back look makes a powerful visual statement and works great with both traditional and contemporary customizing styles. Easy to install. 61400319 7 Headlamp. $139.95 Fits '14-later Electra Glide Street Glide Ultra Limited and Tri Glide models and '94-later Road King models. 61400149 7 Headlamp. $139.95 Fits '96-'13 Electra Glide Street Glide and Trike models. (except '11-'13 FLHTCUSE and '11 FLHXSE). Does not fit with Fairing Bra P/N 57800-00. Does not fit with accessory headlamps 67700040A 67700243 or 90050-02A. 61400255 4 Passing Lamp. $199.95 Fits '62-later models equipped with Original Equipment or accessory Auxiliary Lamp Kits. Sold in pairs. Sculpted machining sends reflections of light in all directions. This Headlamp Trim Ring features a rich black anodized finish that is machined to expose the highlights of raw aluminum. The contrasting cut-back look makes a powerful visual statement and works great with both traditional and contemporary customizing styles. Easy to install. 61400319 $139.95 Fits '14-later Electra Glide Street Glide Ultra Limited and Tri Glide models and '94-later Road King models. 61400149 $139.95 Fits '96-'13 Electra Glide Street Glide and Trike models (except '11-'13 FLHTCUSE and '11 FLHXSE). Does not fit with Fairing Bra P/N 57800-00. Does not fit with accessory headlamps P/N 67700040A 67700243 or 90050-02A., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400255, ,,,,,139.95 139.95,139.95 139.95 199.95
front-axle-nut-61400269, FRONT AXLE NUT , Start a new tradition. Deep radial grooves and a contemporary H-D logo define the style Defiance Collection Front Axle Nut Covers. Available in your choice of chrome or black machine cut finish these easy to install elements complement polished chrome or blacked-out front end components. Sold in pairs. Conceal the swingarm pivot bolt in classic style. These easy to install gloss black covers hide the Original Equipment hardware and add a clean custom touch to the bike's profile. Complete kit includes left and right die-cast pivot bolt covers and necessary mounting hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400269, ,,,,,27.16,31.95
inner-fairing-trim-kitroad-61400297, INNER FAIRING TRIM KITROAD , Add a touch of luxury and style to your dash. This complete kit dresses the inner fairing by surrounding the gauges radio faceplate and front speakers with chrome. Self-adhesive bezels are easy to install and add a brilliant finish to matte or gloss finish inner fairings. The 6-piece kit includes the Gauge Trim Kit Radio Faceplate Trim and two Front Speaker Trim Rings. 61400296 6-Piece Kit. $149.95 Fits '15-later Road Glide models (except FLTRUSE). Does not fit models equipped with Boom!TM Audio Fairing Speakers. B. GAUGE TRIM KIT ROAD GLIDE A touch of chrome makes all the difference. The classic gauge bezels take just a few minutes to install and add the beauty of chrome to your dash. Trim rings are formed to the gauge shapes and feature peel-and-stick adhesive backing for permanent installation. The 3-piece kit includes speedo/tach pod surround and 2 auxiliary gauge trim rings. 61400299 3-Piece Kit. $79.95 Fits '15-later Road Glide models. C. RADIO TRIM BEZEL ROAD GLIDE This chrome faceplate trim accents the center section of the inner fairing and highlights the radio. Trim is formed to the radio surround and feature peel-and-stick adhesive backing for simple permanent installation. INNER FAIRING TRIM KIT ROAD GLIDE When it comes to style this chrome-plated trim makes your speakers look as good as they sound. These bezels mount directly over the Original Equipment speaker grills and add a subtle spot of chrome. Easy to install the kit includes left and right speaker trim., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400297, ,,,,,42.46,49.95
inner-fairing-trim-kitroad-61400298, INNER FAIRING TRIM KITROAD , RADIO FACEPLATE TRIM Add a touch of luxury and style to your dash. This complete kit dresses the inner fairing by surrounding the gauges radio faceplate and front speakers with chrome. Self-adhesive bezels are easy to install and add a brilliant finish to matte or gloss finish inner fairings. The 6-piece kit includes the Gauge Trim Kit Radio Faceplate Trim and two Front Speaker Trim Rings. 61400296 6-Piece Kit. $149.95 Fits '15-later Road Glide models (except FLTRUSE). Does not fit models equipped with Boom!TM Audio Fairing Speakers. B. GAUGE TRIM KIT ROAD GLIDE A touch of chrome makes all the difference. The classic gauge bezels take just a few minutes to install and add the beauty of chrome to your dash. Trim rings are formed to the gauge shapes and feature peel-and-stick adhesive backing for permanent installation. The 3-piece kit includes speedo/tach pod surround and 2 auxiliary gauge trim rings. 61400299 3-Piece Kit. $79.95 Fits '15-later Road Glide models. C. RADIO TRIM BEZEL ROAD GLIDE This chrome faceplate trim accents the center section of the inner fairing and highlights the radio. Trim is formed to the radio surround and feature peel-and-stick adhesive backing for simple permanent installation., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400298, ,,,,,33.96,39.95
front-fender-skirt-61400312, FRONT FENDER SKIRT , H-D CLASSIC FENDER TIP H-D CLASSIC FENDER TIP Designed as an easy-to-install replacement for the Original Equipment fender trim this formed steel fender skirt features four raised accent ribs that wrap around the rear to add depth and texture. Available in your choice of mirror-finished chrome or gloss black finishes the skirt is the perfect complement to any styling direction. And for a distinctive look the flat side panels are the perfect spot to place your choice of self-adhesive medallions (sold separately). Kit includes mounting hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400312, ,,,,,0,0
burst-collection-headlamp-61400319, BURST COLLECTION HEADLAMP , DEFIANCE 7 HEADLAMP TRIM BLACK MACHINE CUT DEFIANCE AUXILIARY LAMP TRIM BLACK MACHINE CUT Sculpted machining sends reflections of light in all directions. This Headlamp Trim Ring features a rich black anodized finish that is machined to expose the highlights of raw aluminum. The contrasting cut-back look makes a powerful visual statement and works great with both traditional and contemporary customizing styles. Easy to install. 61400319 7 Headlamp. $139.95 Fits '14-later Electra Glide Street Glide Ultra Limited and Tri Glide models and '94-later Road King models. 61400149 7 Headlamp. $139.95 Fits '96-'13 Electra Glide Street Glide and Trike models. (except '11-'13 FLHTCUSE and '11 FLHXSE). Does not fit with Fairing Bra P/N 57800-00. Does not fit with accessory headlamps 67700040A 67700243 or 90050-02A. 61400255 4 Passing Lamp. $199.95 Fits '62-later models equipped with Original Equipment or accessory Auxiliary Lamp Kits. Sold in pairs. Sculpted machining sends reflections of light in all directions. This Headlamp Trim Ring features a rich black anodized finish that is machined to expose the highlights of raw aluminum. The contrasting cut-back look makes a powerful visual statement and works great with both traditional and contemporary customizing styles. Easy to install. 61400319 $139.95 Fits '14-later Electra Glide Street Glide Ultra Limited and Tri Glide models and '94-later Road King models. 61400149 $139.95 Fits '96-'13 Electra Glide Street Glide and Trike models (except '11-'13 FLHTCUSE and '11 FLHXSE). Does not fit with Fairing Bra P/N 57800-00. Does not fit with accessory headlamps P/N 67700040A 67700243 or 90050-02A., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400319, ,,,,,139.95 139.95,139.95 139.95 199.95
windshield-trimgloss-black-61400325, WINDSHIELD TRIMGLOSS BLACK , BAR & SHIELD WINDSHIELD TRIM WINDSHIELD TRIM CHROME Complete the blacked-out look. This easy to install windshield molding accents the outer fairing on batwing fairing equipped models and simplifies the transition between the fairing and the base of the windshield. Kit includes one-piece trim and required mounting hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400325, ,,,,,42.46,49.95
inner-fairing-trimcarbon-61400328, INNER FAIRING TRIMCARBON , BURST COLLECTION SPEAKER TRIM REAR (76000621 SHOWN) Transform the look of the inner fairing with this easy-toinstall fairing trim accents. These self-adhesive components add a contrasting look to the expanse of satin black or colormatched surface in front of you. The 5-piece kit includes media storage door trim left panel trim and 3-piece switch panel trim. The Gauge Trim surrounds the instrument cluster for added depth and dimension., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400328, ,,,,,0,0
finned-headbolt-bridge-61400335, FINNED HEADBOLT BRIDGE , This exclusive aluminum Finned Headbolt Bridge covers both headbolts and the spark plug filling out your cylinder fins all the way to the rocker box. Featuring an engraved Bar & Shield emblem the bridge is easy to install with unique headbolt mounts. All necessary mounting hardware included. Sold in pairs. 61400176 Solid Black. $54.95 Fits '04-later XL models. H. HEADBOLT BRIDGE CHROME This exclusive Headbolt Bridge covers both the headbolts and spark plug with a splash of chrome and an engraved Bar & Shield emblem. Easy to install with unique headbolt mounts. Kit includes all necessary mounting hardware. Sold in pairs. G. FINNED HEADBOLT BRIDGE SOLID BLACK H. HEADBOLT BRIDGE CHROME Precision-machined of solid brass these easy-to-install covers hide the Original Equipment head bolts for a clean custom touch. These heritage-inspired Headbolt Covers feature a natural antique finish that will age and patina when exposed to the elements. Kits includes 4 covers set screws and a wrench for easy installation. H-D MOTOR CO. LOGO SPARK PLUG COVER Precision-machined of solid brass these easy-to-install covers hide the Original Equipment head bolts for a clean custom touch. These heritage-inspired Headbolt Covers feature a natural antique finish that will age and patina when exposed to the elements. Kits includes 4 covers set screws and a wrench for easy installation., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400335, ,,,,,42.46,49.95
dark-custom-logo-61400339, DARK CUSTOM LOGO , RAIL COLLECTION The famous Harley-Davidson #1 logo with a sinister twist. Machined from billet aluminum these covers feature domed surfaces that are polished and black anodized to a rich satin sheen and then re-machined to expose the raw aluminum. The resulting high-contrast design complements both polished and painted engine finishes. 1. 25563-09 Derby Cover. $149.95 Fits '04-later XL models. 2. 32415-09 Timer Cover Billet. $64.95 Fits '04-later XL XR and earlier models with horizontal holes on timer cover. 3. 61300055 Air Cleaner Trim. $114.95 Fits '04-later XL models (except XL1200V) with Original Equipment oval air cleaner cover. 4. 61300057 Air Cleaner Trim Billet. $114.95 Fits Evolution 1340 models '99-'08 Dyna '00-'15 Softail (except FLS FLSS FLSTSB and FXS) and '99-'13 Touring and Trike models with Original Equipment air cleaner cover. Also fits models equipped with Screamin' Eagle Round High-Flow Air Cleaner Kits with separate purchase of Rain Sock Kit P/N 28728-10 or Air Cleaner Trim Installation Kit P/N 12400158. D. BRASS COLLECTION The authentic alternative to the typical chrome-covered or blacked-out look the Harley-Davidson Brass Collection delivers a warm hand-crafted look to your custom ride. These minimalistic living finish components make a garage-built styling statement and are the ideal addition to your strippeddown bobber or caf motorcycle. Artistically manufactured from solid brass these components feature a natural antique finish that will age and patina when exposed to the elements. Unlike bright polished and plated brass trim these heritagefinished components are subtle additions to your ride and don't compete for attention with the rest of the bike. Brass Collection components are factory treated with wax to slow the aging process and are shipped with cleaning and care instructions. 1. 25700517 Derby Cover. $174.95 Fits '04-later XL and XR models. 2. 25600059 Timer Cover. $64.95 Fits '04-later XL XR and earlier models with horizontal holes on timer cover. 3 61400339 Air Cleaner Trim. $114.95 Fits Evolution 1340 models '99-'08 Dyna. '00-'15 Softail (except FLS FLSS FLSTSB and FXS) and '99-'13 Touring and Trike models equipped with oval-shaped Original Equipment air cleaner cover. Also fits models equipped with Screamin' Eagle Round High-Flow Air Cleaner Kits with separate purchase of Rain Sock Kit P/N 28728-10 or Air Cleaner Trim Installation Kit P/N 12400158. SCREAMIN' EAGLE ROUND AIR CLEANER COVER RATCHET The perfect blend of performance and style. Available in a wide variety of styles this bolt-on Air Cleaner Trim is sized to cover the face of most Screamin' Eagle Round High-Flow Air Cleaners. You can continue the look of your custom collection while maximizing air flow to the engine. Model-specific rain socks are available to protect the open element during inclement weather. The authentic alternative to the typical chrome-covered or blacked-out look the Harley-Davidson Brass Collection delivers a warm hand-crafted look to your custom ride. These minimalistic living finish components make a garage-built styling statement and are the ideal addition to your strippeddown bobber or caf motorcycle. Artistically manufactured from solid brass these components feature a natural antique finish that will age and patina when exposed to the elements. Unlike bright polished and plated brass trim these heritagefinished components are subtle additions to your ride and don't compete for attention with the rest of the bike. Brass Collection components are factory treated with wax to slow the aging process and are shipped with cleaning and care instructions. 1. 25700515 Derby Cover. $174.95 Fits '06-'17 Dyna '07-later Softail and '07-'15 Touring and Trike (except FLHTCUL and FLHTKL and '07-'15 Touring and Trike models equipped with Narrow-Profile Outer Primary Cover P/N 25700385 or 25700438). 2. 25700517 Derby Cover. $174.95 Fits '04-later XL and XR models. 3. 25600081 Timer Cover. $64.95 Fits '18-later Softail and '17-later Touring and Trike models equipped with Milwaukee-Eight engines. 4. 25600057 Timer Cover. $64.95 Fits '99-'17 Twin Cam-equipped models. 5. 25600059 Timer Cover. $64.95 Fits '04-later XL XR and earlier models with horizontal holes on timer cover. 6. 61400339 Air Cleaner Trim. $114.95 Fits Evolution 1340 models '99-'08 Dyna. '00-'15 Softail (except FLS FLSS FLSTSB and FXS) and '99-'13 Touring and Trike models equipped with oval-shaped Original Equipment air cleaner cover. Also fits models equipped with Screamin' Eagle Round High-Flow Air Cleaner Kits with separate purchase of Rain Sock Kit P/N 28728-10 or Air Cleaner Trim Installation Kit P/N 12400158., Harley Davidson,  , Tags, , Title, Default Title, , , , , 61400339, ,,,,,149.95 64.95 114.95 114.95 174.95 64.95 0 114.95 174.95 64.95,149.95 64.95 114.95 114.95 174.95 64.95 114.95
